timestamp,src_ip,action,status
2026-05-14 16:10:18,103.77.21.9,blocked,malicious
2026-05-14 16:10:19,253.168.77.175,allowed,clean
2026-05-14 16:10:20,195.253.181.129,blocked,internal
2026-05-14 16:10:21,214.33.154.90,allowed,clean
2026-05-14 16:10:22,42.5.229.45,allowed,internal
2026-05-14 16:10:23,11.161.255.253,blocked,internal
2026-05-14 16:10:24,23.73.71.6,blocked,internal
2026-05-14 16:10:25,107.121.138.72,allowed,clean
2026-05-14 16:10:26,239.214.145.213,blocked,internal
2026-05-14 16:10:27,9.126.153.89,blocked,internal
2026-05-14 16:10:28,40.255.43.27,allowed,internal
2026-05-14 16:10:29,149.208.186.58,blocked,internal
2026-05-14 16:10:30,244.108.186.138,blocked,internal
2026-05-14 16:10:31,160.78.130.93,allowed,internal
2026-05-14 16:10:32,72.37.122.245,allowed,internal
2026-05-14 16:10:33,94.139.28.213,allowed,clean
2026-05-14 16:10:34,142.155.120.137,allowed,internal
2026-05-14 16:10:35,141.189.246.59,blocked,internal
2026-05-14 16:10:36,73.122.196.39,allowed,clean
2026-05-14 16:10:37,63.64.9.164,blocked,internal
2026-05-14 16:10:38,28.214.79.130,allowed,internal
2026-05-14 16:10:39,82.179.139.5,blocked,clean
2026-05-14 16:10:40,97.107.212.169,allowed,clean
2026-05-14 16:10:41,134.73.219.128,allowed,internal
2026-05-14 16:10:42,19.42.85.236,allowed,internal
2026-05-14 16:10:43,91.230.217.14,allowed,internal
2026-05-14 16:10:44,165.224.163.242,blocked,clean
2026-05-14 16:10:45,82.174.36.39,allowed,clean
2026-05-14 16:10:46,200.84.236.50,allowed,internal
2026-05-14 16:10:47,191.198.86.69,allowed,clean
2026-05-14 16:10:48,172.162.240.52,allowed,internal
2026-05-14 16:10:49,67.126.48.215,blocked,clean
2026-05-14 16:10:50,130.232.86.222,allowed,clean
2026-05-14 16:10:51,113.204.135.107,blocked,internal
2026-05-14 16:10:52,211.184.3.44,allowed,clean
2026-05-14 16:10:53,69.184.89.156,blocked,clean
2026-05-14 16:10:54,147.251.58.59,allowed,internal
2026-05-14 16:10:55,113.15.157.50,allowed,internal
2026-05-14 16:10:56,72.197.7.161,allowed,clean
2026-05-14 16:10:57,229.97.214.159,blocked,clean
2026-05-14 16:10:58,142.135.121.207,blocked,clean
2026-05-14 16:10:59,11.78.131.49,allowed,clean
2026-05-14 16:11:00,229.172.255.97,blocked,internal
2026-05-14 16:11:01,163.27.215.196,blocked,internal
2026-05-14 16:11:02,33.117.175.232,blocked,clean
2026-05-14 16:11:03,180.186.39.67,blocked,clean
2026-05-14 16:11:04,140.196.103.252,blocked,clean
2026-05-14 16:11:05,174.154.182.247,allowed,clean
